test_name,sector,district,age,low_val_pct,normal_pct,high_val_pct
mgb,general,Sharon - Shomron,01-03,0.002,0.91,0.08800000000000001
b12,arab,North,04-08,0.0,0.593,0.40700000000000003
folacid,arab,South,04-08,0.155,0.845,0.0
mgb,arab,South,14-18,0.040999999999999995,0.8170000000000001,0.142
transf,haredi,Jerusalem,19-21,0.013000000000000001,0.852,0.135
albumin,general,Eilat,66-79,0.042,0.958,0.0
znb,arab,Sharon - Shomron,09-13,0.038,0.904,0.057999999999999996
folacid,general,Central,04-08,0.11800000000000001,0.882,0.0
hb,general,Haifa,31-50,0.152,0.8440000000000001,0.004
trig,arab,Central,51-65,0.0,0.613,0.387
nonhdl,general,Dan - Petach Tikva,66-79,0.0,0.758,0.242
hdl,general,South,66-79,0.191,0.809,0.0
nonhdl,arab,Sharon - Shomron,66-79,0.0,0.8290000000000001,0.171
hb,arab,South,51-65,0.17800000000000002,0.8140000000000001,0.008
mgb,general,Central,14-18,0.015,0.856,0.13
iron,arab,Jerusalem,66-79,0.28600000000000003,0.706,0.008
iron,haredi,North,31-50,0.218,0.755,0.027000000000000003
hdl,haredi,Central,80+,0.23600000000000002,0.764,0.0
transf,arab,South,09-13,0.01,0.852,0.138
hb,arab,North,04-08,0.098,0.9009999999999999,0.001
ldl,haredi,South,31-50,0.0,0.44799999999999995,0.552
znb,general,Tel Aviv,80+,0.127,0.853,0.02
b12,haredi,South,51-65,0.002,0.858,0.141
trig,general,North,14-18,0.0,0.925,0.075
znb,general,Jerusalem,22-30,0.14300000000000002,0.828,0.028999999999999998
mgb,haredi,Jerusalem,51-65,0.011000000000000001,0.98,0.009000000000000001
b12,general,Tel Aviv,66-79,0.054000000000000006,0.882,0.063
hdl,general,South,80+,0.18899999999999997,0.819999999999999,0.0
vitaminD,arab,Jerusalem,31-50,0.96,0.036000000000000004,0.003
hba1c,general,Tel Aviv,80+,0.001,0.32899999999999996,0.67
trig,general,Tel Aviv,80+,0.0,0.774,0.226
folacid,general,Dan - Petach Tikva,01-03,0.069,0.9309999999999999,0.0
vitaminD,general,Dan - Petach Tikva,51-65,0.805,0.18600000000000003,0.008
znb,arab,Haifa,22-30,0.032,0.937,0.03
albumin,general,Haifa,31-50,0.009000000000000001,0.985,0.006
iron,haredi,Sharon - Shomron,22-30,0.19699999999999998,0.773,0.03
folacid,haredi,Haifa,51-65,0.203,0.797,0.0
mgb,general,South,31-50,0.019,0.978,0.004
hba1c,general,North,09-13,0.003,0.94,0.057
ferritin,general,Dan - Petach Tikva,22-30,0.11900000000000001,0.867,0.013999999999999999
albumin,haredi,South,31-50,0.048,0.9520000000000001,0.0
vitaminD,haredi,Jerusalem,04-08,0.858,0.142,0.0
b12,haredi,Central,09-13,0.038,0.938,0.023
trig,haredi,South,19-21,0.0,0.9,0.1
mgb,general,Tel Aviv,19-21,0.025,0.9690000000000001,0.006
ferritin,haredi,North,51-65,0.102,0.843,0.054000000000000006
ferritin,arab,North,04-08,0.205,0.7929999999999999,0.002
nonhdl,haredi,South,31-50,0.0,0.7340000000000001,0.266
hb,arab,South,31-50,0.298,0.6920000000000001,0.009000000000000001
b12,general,Eilat,80+,0.013999999999999999,0.6709999999999999,0.315
znb,general,Central,51-65,0.047,0.9329999999999999,0.02
chol,general,North,19-21,0.0,0.91,0.09
hdl,arab,Dan - Petach Tikva,09-13,0.24,0.76,0.0
vitaminD,haredi,Jerusalem,22-30,0.905,0.09,0.005
nonhdl,general,North,19-21,0.0,0.93,0.07
transf,arab,Dan - Petach Tikva,66-79,0.268,0.703,0.027999999999999997
znb,general,Central,01-03,0.065,0.9279999999999999,0.006999999999999999
ferritin,general,Dan - Petach Tikva,04-08,0.249,0.7509999999999999,0.001
nonhdl,arab,Dan - Petach Tikva,22-30,0.0,0.8490000000000001,0.151
trig,arab,Jerusalem,09-13,0.0,0.899,0.10099999999999999
nonhdl,general,Sharon - Shomron,09-13,0.0,0.956,0.044000000000000004
albumin,arab,Central,22-30,0.027999999999999997,0.971,0.001
hba1c,general,Haifa,31-50,0.001,0.684,0.316
ferritin,general,Jerusalem,04-08,0.12300000000000001,0.875,0.002
nonhdl,arab,Dan - Petach Tikva,31-50,0.0,0.68,0.32
albumin,general,Sharon - Shomron,09-13,0.008,0.991,0.002
transf,general,Haifa,66-79,0.12300000000000001,0.853,0.024
nonhdl,general,Tel Aviv,80+,0.0,0.77,0.23
nonhdl,haredi,North,14-18,0.0,0.995,0.005
vitaminD,haredi,Dan - Petach Tikva,22-30,0.894,0.09699999999999999,0.009000000000000001
nonhdl,general,Sharon - Shomron,19-21,0.0,0.9279999999999999,0.07200000000000001
hdl,general,Jerusalem,51-65,0.223,0.777,0.0
folacid,haredi,Dan - Petach Tikva,22-30,0.331,0.669,0.0
mgb,haredi,South,51-65,0.035,0.965,0.0
chol,general,Haifa,31-50,0.0,0.7020000000000001,0.298
hba1c,general,Tel Aviv,31-50,0.001,0.772,0.228
albumin,general,North,19-21,0.024,0.975,0.002
hba1c,arab,Jerusalem,80+,0.0,0.384,0.616
hb,general,Central,31-50,0.16,0.8370000000000001,0.003
chol,haredi,Jerusalem,09-13,0.0,0.955,0.045
ldl,general,Haifa,19-21,0.0,0.753,0.247
hdl,haredi,Haifa,31-50,0.247,0.753,0.0
mgb,arab,Central,09-13,0.005,0.7959999999999999,0.19899999999999998
vitaminD,general,Eilat,51-65,0.752,0.233,0.015
trig,arab,Central,19-21,0.0,0.8590000000000001,0.141
vitaminD,arab,Jerusalem,09-13,0.9740000000000001,0.024,0.002
albumin,haredi,Jerusalem,09-13,0.006999999999999999,0.993,0.0
albumin,haredi,North,14-18,0.0,0.9890000000000001,0.011000000000000001
chol,haredi,Sharon - Shomron,31-50,0.0,0.727,0.273
folacid,general,Dan - Petach Tikva,51-65,0.243,0.757,0.0
znb,general,Haifa,04-08,0.0,0.953,0.047
albumin,general,North,01-03,0.054000000000000006,0.946,0.0
b12,arab,South,80+,0.009000000000000001,0.743,0.248
ferritin,general,Tel Aviv,66-79,0.076,0.865,0.059000000000000004
b12,general,Dan - Petach Tikva,80+,0.059000000000000004,0.8340000000000001,0.107
hba1c,haredi,South,31-50,0.001,0.7929999999999999,0.20600000000000002
trig,arab,South,31-50,0.0,0.674,0.326
chol,general,Tel Aviv,80+,0.0,0.736,0.264
hba1c,arab,Dan - Petach Tikva,31-50,0.0,0.499,0.501
mgb,arab,Dan - Petach Tikva,51-65,0.038,0.943,0.019
ferritin,general,Eilat,22-30,0.14800000000000002,0.8320000000000001,0.02
ferritin,arab,Haifa,09-13,0.127,0.871,0.002
nonhdl,general,Haifa,14-18,0.0,0.9540000000000001,0.046
ldl,arab,North,14-18,0.0,0.7659999999999999,0.23399999999999999
iron,general,North,09-13,0.226,0.6829999999999999,0.09
hba1c,general,North,14-18,0.002,0.951,0.047
iron,general,Dan - Petach Tikva,66-79,0.162,0.821,0.017
nonhdl,haredi,Sharon - Shomron,14-18,0.0,0.9540000000000001,0.046
hdl,haredi,Jerusalem,14-18,0.24100000000000002,0.759,0.0
nonhdl,haredi,Jerusalem,01-03,0.0,1.0,0.0
ferritin,haredi,Jerusalem,04-08,0.139,0.858,0.003
iron,general,Tel Aviv,51-65,0.107,0.863,0.031
nonhdl,general,Dan - Petach Tikva,14-18,0.0,0.9490000000000001,0.051
iron,arab,Dan - Petach Tikva,14-18,0.226,0.732,0.042
hba1c,haredi,Haifa,31-50,0.0,0.688,0.312
nonhdl,arab,Sharon - Shomron,14-18,0.0,0.9440000000000001,0.055999999999999994
chol,arab,Jerusalem,09-13,0.0,0.951,0.049
albumin,arab,North,14-18,0.004,0.9940000000000001,0.002
ferritin,general,Dan - Petach Tikva,66-79,0.079,0.863,0.057999999999999996
iron,haredi,North,51-65,0.17,0.802,0.027000000000000003
vitaminD,arab,North,04-08,0.735,0.235,0.03
albumin,general,Tel Aviv,19-21,0.016,0.982,0.002
vitaminD,general,Dan - Petach Tikva,22-30,0.8029999999999999,0.19,0.008
hdl,general,South,01-03,0.225,0.775,0.0
albumin,general,South,04-08,0.015,0.9840000000000001,0.001
ferritin,haredi,Haifa,01-03,0.162,0.838,0.0
nonhdl,arab,Central,19-21,0.0,0.91,0.09
hb,haredi,Haifa,80+,0.469,0.526,0.005
b12,general,Dan - Petach Tikva,22-30,0.08900000000000001,0.895,0.016
nonhdl,general,Sharon - Shomron,04-08,0.0,0.961,0.039
trig,haredi,South,31-50,0.0,0.7509999999999999,0.249
hba1c,general,Sharon - Shomron,01-03,0.0,0.91,0.09
folacid,haredi,Haifa,22-30,0.275,0.725,0.0
hdl,general,Sharon - Shomron,09-13,0.149,0.851,0.0
iron,arab,South,04-08,0.313,0.613,0.07400000000000001
hb,general,Jerusalem,80+,0.377,0.619,0.004
nonhdl,general,Eilat,51-65,0.0,0.561,0.439
b12,arab,South,22-30,0.004,0.863,0.133
ferritin,haredi,Haifa,09-13,0.153,0.843,0.004
hdl,general,North,04-08,0.111,0.889,0.0
nonhdl,haredi,Dan - Petach Tikva,01-03,0.0,0.977,0.023
albumin,general,Central,14-18,0.005,0.992,0.004
mgb,general,South,01-03,0.009000000000000001,0.748,0.243
ferritin,arab,South,09-13,0.264,0.718,0.018000000000000002
mgb,general,North,80+,0.048,0.927,0.025
albumin,haredi,South,19-21,0.045,0.945,0.01
hdl,haredi,Central,01-03,0.348,0.652,0.0
transf,haredi,South,31-50,0.021,0.83,0.149
ferritin,arab,South,01-03,0.309,0.679,0.012
mgb,arab,Haifa,51-65,0.026000000000000002,0.943,0.031
mgb,general,South,09-13,0.012,0.654,0.33399999999999996
transf,general,Haifa,31-50,0.039,0.9059999999999999,0.055
hb,general,Eilat,80+,0.457,0.537,0.006
chol,general,Tel Aviv,66-79,0.0,0.727,0.273
mgb,general,North,09-13,0.012,0.725,0.262
iron,arab,Central,51-65,0.212,0.78,0.009000000000000001
mgb,general,Eilat,31-50,0.026000000000000002,0.958,0.016
hdl,haredi,Jerusalem,51-65,0.239,0.7609999999999999,0.0
nonhdl,arab,North,51-65,0.0,0.6659999999999999,0.33399999999999996
trig,general,Eilat,22-30,0.0,0.875,0.125
albumin,haredi,Dan - Petach Tikva,22-30,0.028999999999999998,0.965,0.006
iron,arab,Central,09-13,0.276,0.657,0.067
trig,general,Sharon - Shomron,19-21,0.0,0.907,0.09300000000000001
chol,arab,South,22-30,0.0,0.8490000000000001,0.151
transf,arab,South,66-79,0.158,0.7979999999999999,0.044000000000000004
ferritin,arab,Haifa,04-08,0.107,0.8909999999999999,0.002
folacid,arab,North,22-30,0.29100000000000004,0.7090000000000001,0.0
hb,arab,North,80+,0.515,0.48200000000000004,0.003
trig,general,Dan - Petach Tikva,80+,0.0,0.763,0.237
vitaminD,general,Eilat,22-30,0.732,0.251,0.017
mgb,general,Dan - Petach Tikva,19-21,0.037000000000000005,0.927,0.037000000000000005
mgb,general,Haifa,22-30,0.009000000000000001,0.973,0.018000000000000002
chol,arab,Central,66-79,0.0,0.784,0.21600000000000003
trig,haredi,Haifa,80+,0.0,0.7859999999999999,0.214
hba1c,haredi,Central,01-03,0.0,0.9640000000000001,0.036000000000000004
iron,general,Haifa,09-13,0.201,0.7040000000000001,0.094
mgb,general,South,51-65,0.031,0.963,0.006
nonhdl,haredi,Central,04-08,0.0,0.972,0.027999999999999997
hb,arab,South,01-03,0.266,0.731,0.002
chol,general,Eilat,19-21,0.0,0.86,0.14
ldl,haredi,Jerusalem,22-30,0.0,0.613,0.387
mgb,general,Sharon - Shomron,51-65,0.025,0.965,0.01
nonhdl,haredi,Haifa,14-18,0.0,0.9740000000000001,0.026000000000000002
transf,general,Central,80+,0.223,0.76,0.017
nonhdl,haredi,Jerusalem,04-08,0.0,0.9690000000000001,0.031
folacid,general,Central,22-30,0.284,0.716,0.0
transf,general,Sharon - Shomron,19-21,0.028999999999999998,0.8540000000000001,0.11699999999999999
ldl,arab,North,51-65,0.0,0.419,0.581
mgb,arab,Central,22-30,0.004,0.9940000000000001,0.002
mgb,arab,South,19-21,0.043,0.94,0.017
hba1c,general,North,51-65,0.001,0.501,0.498
hdl,arab,South,14-18,0.297,0.703,0.0
b12,arab,Central,09-13,0.051,0.9420000000000001,0.006
ferritin,haredi,Jerusalem,22-30,0.129,0.863,0.008
nonhdl,arab,Dan - Petach Tikva,19-21,0.0,0.9229999999999999,0.077
ferritin,general,Dan - Petach Tikva,51-65,0.064,0.885,0.051
hba1c,arab,Haifa,01-03,0.0,0.927,0.073
hdl,general,Jerusalem,14-18,0.21899999999999997,0.7809999999999999,0.0
hdl,haredi,Jerusalem,09-13,0.218,0.782,0.0
albumin,arab,Jerusalem,19-21,0.006,0.992,0.002
mgb,haredi,Central,80+,0.057999999999999996,0.9309999999999999,0.012
iron,haredi,South,09-13,0.3,0.618,0.08199999999999999
b12,haredi,Sharon - Shomron,09-13,0.049,0.9420000000000001,0.01
b12,haredi,Jerusalem,31-50,0.10800000000000001,0.879,0.012
nonhdl,general,Central,51-65,0.0,0.627,0.373
chol,arab,Haifa,31-50,0.0,0.71,0.29
mgb,arab,South,51-65,0.057,0.9359999999999999,0.006999999999999999
hba1c,general,Haifa,19-21,0.003,0.88,0.11599999999999999
vitaminD,general,Tel Aviv,51-65,0.7859999999999999,0.204,0.01
mgb,haredi,Dan - Petach Tikva,22-30,0.035,0.9470000000000001,0.018000000000000002
chol,arab,Haifa,66-79,0.0,0.819999999999999,0.18899999999999997
hb,general,Jerusalem,22-30,0.135,0.858,0.006999999999999999
trig,general,Jerusalem,19-21,0.0,0.914,0.086
albumin,arab,Haifa,66-79,0.033,0.966,0.0
nonhdl,haredi,South,51-65,0.0,0.627,0.373
hdl,arab,Haifa,31-50,0.309,0.691,0.0
nonhdl,haredi,Jerusalem,80+,0.0,0.825,0.175
hdl,arab,Jerusalem,51-65,0.322,0.6779999999999999,0.0
mgb,general,Dan - Petach Tikva,51-65,0.03,0.961,0.009000000000000001
nonhdl,general,Tel Aviv,04-08,0.0,0.9620000000000001,0.038
hb,general,Dan - Petach Tikva,09-13,0.212,0.78,0.008
hdl,general,Eilat,80+,0.177,0.823,0.0
ldl,haredi,South,14-18,0.0,0.787,0.213
folacid,haredi,Sharon - Shomron,22-30,0.32799999999999996,0.672,0.0
chol,general,Haifa,04-08,0.0,0.943,0.057
chol,haredi,Jerusalem,66-79,0.0,0.725,0.275
folacid,arab,Haifa,19-21,0.44799999999999995,0.552,0.0
albumin,haredi,Dan - Petach Tikva,66-79,0.031,0.9670000000000001,0.001
hb,general,North,31-50,0.171,0.825,0.004
ferritin,haredi,Sharon - Shomron,09-13,0.308,0.6920000000000001,0.0
chol,haredi,Dan - Petach Tikva,31-50,0.0,0.732,0.268
hb,haredi,North,51-65,0.145,0.85,0.005
nonhdl,arab,South,01-03,0.0,0.972,0.027999999999999997
albumin,haredi,North,04-08,0.021,0.9790000000000001,0.0
folacid,haredi,South,14-18,0.336,0.664,0.0
ldl,haredi,Sharon - Shomron,22-30,0.0,0.652,0.348
trig,arab,Jerusalem,31-50,0.0,0.647,0.353
vitaminD,general,South,31-50,0.835,0.16,0.005
albumin,general,Tel Aviv,51-65,0.013000000000000001,0.986,0.0
transf,haredi,North,22-30,0.013999999999999999,0.821,0.166
b12,general,Sharon - Shomron,80+,0.06,0.8190000000000001,0.121
chol,haredi,Dan - Petach Tikva,80+,0.0,0.7509999999999999,0.249
ferritin,general,Eilat,66-79,0.099,0.823,0.078
b12,general,North,31-50,0.005,0.846,0.149
b12,general,Eilat,01-03,0.0,0.287,0.713
ferritin,arab,North,80+,0.11599999999999999,0.7609999999999999,0.12300000000000001
ldl,general,Haifa,14-18,0.0,0.8079999999999999,0.192
b12,general,Sharon - Shomron,66-79,0.065,0.868,0.067
hb,arab,Sharon - Shomron,22-30,0.24600000000000002,0.7490000000000001,0.004
ferritin,general,Eilat,31-50,0.133,0.84,0.027000000000000003
iron,arab,Sharon - Shomron,22-30,0.231,0.7340000000000001,0.035
iron,general,South,22-30,0.172,0.77,0.059000000000000004
folacid,haredi,Jerusalem,51-65,0.215,0.785,0.0
albumin,general,Haifa,66-79,0.023,0.976,0.001
folacid,general,Jerusalem,66-79,0.21,0.79,0.0
trig,arab,North,14-18,0.0,0.935,0.065
hdl,general,Central,22-30,0.184,0.816,0.0
ldl,general,North,09-13,0.0,0.763,0.237
iron,general,Central,31-50,0.134,0.818,0.048
folacid,general,Tel Aviv,19-21,0.429,0.5710000000000001,0.0
hb,haredi,Central,51-65,0.151,0.8440000000000001,0.005
hdl,general,Haifa,31-50,0.242,0.758,0.0
nonhdl,general,Tel Aviv,66-79,0.0,0.762,0.23800000000000002
mgb,arab,Central,14-18,0.01,0.893,0.09699999999999999
b12,general,Sharon - Shomron,04-08,0.006,0.9520000000000001,0.042
mgb,general,Jerusalem,04-08,0.008,0.456,0.536
trig,arab,Haifa,51-65,0.0,0.621,0.379
transf,haredi,Jerusalem,51-65,0.053,0.9,0.047
iron,general,North,04-08,0.22399999999999998,0.685,0.09
ldl,haredi,Haifa,19-21,0.0,0.838,0.162
nonhdl,arab,Central,66-79,0.0,0.774,0.226
hb,haredi,Dan - Petach Tikva,14-18,0.29600000000000004,0.6809999999999999,0.023
hba1c,arab,North,04-08,0.003,0.915,0.081
znb,arab,North,31-50,0.114,0.873,0.013000000000000001
mgb,arab,Jerusalem,66-79,0.039,0.9470000000000001,0.013000000000000001
folacid,arab,North,14-18,0.353,0.647,0.0
b12,haredi,Dan - Petach Tikva,51-65,0.069,0.897,0.033
vitaminD,general,Dan - Petach Tikva,31-50,0.836,0.158,0.006
b12,general,Dan - Petach Tikva,66-79,0.065,0.872,0.063
hba1c,arab,Jerusalem,66-79,0.001,0.29600000000000004,0.7040000000000001
trig,general,South,04-08,0.0,0.955,0.045
vitaminD,arab,Sharon - Shomron,66-79,0.843,0.128,0.028999999999999998
ldl,arab,Sharon - Shomron,80+,0.0,0.637,0.363
folacid,arab,Sharon - Shomron,31-50,0.384,0.616,0.0
hb,haredi,South,19-21,0.265,0.727,0.008
transf,arab,South,14-18,0.017,0.809,0.174
vitaminD,general,Tel Aviv,19-21,0.848,0.138,0.013999999999999999
mgb,general,South,66-79,0.062,0.929,0.01
ldl,arab,Jerusalem,09-13,0.0,0.743,0.257
albumin,haredi,Haifa,80+,0.147,0.853,0.0
vitaminD,general,Dan - Petach Tikva,80+,0.6859999999999999,0.297,0.017
iron,haredi,Sharon - Shomron,04-08,0.289,0.649,0.061
ferritin,haredi,North,22-30,0.228,0.772,0.0
iron,general,Central,09-13,0.218,0.691,0.092
folacid,general,North,51-65,0.18600000000000003,0.8140000000000001,0.0
mgb,general,Haifa,31-50,0.01,0.978,0.012
trig,arab,South,19-21,0.0,0.904,0.096
folacid,haredi,Dan - Petach Tikva,19-21,0.301,0.6990000000000001,0.0
hba1c,general,Central,14-18,0.001,0.8959999999999999,0.10300000000000001
ferritin,general,Eilat,80+,0.10099999999999999,0.809,0.09
trig,general,South,66-79,0.0,0.695,0.305
ferritin,arab,North,66-79,0.13699999999999998,0.777,0.085
b12,general,Dan - Petach Tikva,09-13,0.022000000000000002,0.963,0.015
ldl,haredi,Dan - Petach Tikva,19-21,0.0,0.76,0.24
hdl,haredi,Dan - Petach Tikva,31-50,0.25,0.75,0.0
ldl,general,Sharon - Shomron,51-65,0.0,0.349,0.6509999999999999
trig,general,Central,19-21,0.0,0.91,0.09
nonhdl,haredi,Jerusalem,66-79,0.0,0.758,0.242
hba1c,arab,Dan - Petach Tikva,04-08,0.0,0.895,0.105
albumin,haredi,Sharon - Shomron,51-65,0.02,0.98,0.0
ferritin,general,Haifa,09-13,0.124,0.875,0.001
nonhdl,general,Jerusalem,01-03,0.0,0.972,0.027999999999999997
mgb,haredi,Jerusalem,22-30,0.004,0.992,0.004
trig,general,South,80+,0.0,0.7609999999999999,0.239
nonhdl,general,Eilat,14-18,0.0,0.9329999999999999,0.067
ldl,arab,Haifa,19-21,0.0,0.747,0.253
hba1c,general,Tel Aviv,19-21,0.002,0.9129999999999999,0.085
albumin,haredi,Jerusalem,66-79,0.03,0.97,0.0
mgb,general,Jerusalem,51-65,0.008,0.982,0.01
hb,arab,South,22-30,0.355,0.638,0.006999999999999999
chol,general,Tel Aviv,04-08,0.0,0.9390000000000001,0.061
iron,general,North,66-79,0.226,0.762,0.013000000000000001
trig,general,Central,01-03,0.0,0.9670000000000001,0.033
ferritin,haredi,South,09-13,0.212,0.7879999999999999,0.0
ferritin,arab,Central,22-30,0.295,0.696,0.01
transf,arab,Jerusalem,01-03,0.006999999999999999,0.9440000000000001,0.049
nonhdl,arab,Sharon - Shomron,01-03,0.0,0.9590000000000001,0.040999999999999995
ldl,haredi,South,22-30,0.0,0.654,0.34600000000000003
folacid,haredi,South,22-30,0.29600000000000004,0.7040000000000001,0.0
hdl,general,Tel Aviv,51-65,0.20800000000000002,0.792,0.0
iron,general,North,31-50,0.17,0.7859999999999999,0.044000000000000004
chol,haredi,Dan - Petach Tikva,66-79,0.0,0.723,0.27699999999999997
vitaminD,general,Sharon - Shomron,31-50,0.797,0.193,0.01
ferritin,haredi,Sharon - Shomron,22-30,0.20199999999999999,0.792,0.006
iron,haredi,Central,09-13,0.21899999999999997,0.684,0.09699999999999999
hb,arab,Haifa,09-13,0.27,0.723,0.006999999999999999
b12,general,North,01-03,0.0,0.39399999999999996,0.606
ferritin,general,North,31-50,0.138,0.8320000000000001,0.031
transf,haredi,Dan - Petach Tikva,01-03,0.03,0.907,0.064
vitaminD,haredi,South,22-30,0.904,0.092,0.004
ldl,general,Eilat,31-50,0.0,0.37200000000000005,0.628
hdl,general,Jerusalem,01-03,0.231,0.769,0.0
folacid,general,Eilat,51-65,0.26,0.74,0.0
transf,haredi,Jerusalem,31-50,0.022000000000000002,0.8540000000000001,0.124
nonhdl,general,North,14-18,0.0,0.953,0.047
vitaminD,general,North,04-08,0.564,0.42200000000000004,0.013999999999999999
iron,general,Haifa,19-21,0.184,0.759,0.057
hdl,arab,South,01-03,0.309,0.691,0.0
hb,general,Sharon - Shomron,66-79,0.214,0.7829999999999999,0.003
trig,haredi,Haifa,14-18,0.0,0.958,0.042
albumin,arab,South,04-08,0.061,0.9390000000000001,0.0
mgb,haredi,Dan - Petach Tikva,19-21,0.03,0.934,0.036000000000000004
trig,haredi,Jerusalem,31-50,0.0,0.741,0.259
mgb,arab,South,09-13,0.012,0.654,0.33399999999999996
ldl,haredi,North,51-65,0.0,0.304,0.696
vitaminD,general,Sharon - Shomron,51-65,0.737,0.242,0.021
hb,general,Eilat,31-50,0.122,0.865,0.012
iron,arab,North,14-18,0.26,0.708,0.032
iron,general,Sharon - Shomron,80+,0.282,0.711,0.006999999999999999
hb,general,Sharon - Shomron,80+,0.43799999999999994,0.56,0.002
ferritin,arab,Dan - Petach Tikva,04-08,0.244,0.753,0.003
ferritin,general,South,09-13,0.14300000000000002,0.855,0.002
hba1c,general,Jerusalem,51-65,0.001,0.527,0.47200000000000003
znb,general,North,22-30,0.10400000000000001,0.8909999999999999,0.005
hba1c,general,Central,80+,0.0,0.28300000000000003,0.7170000000000001
transf,arab,Haifa,01-03,0.015,0.966,0.019
iron,arab,Central,19-21,0.306,0.6579999999999999,0.036000000000000004
folacid,general,South,01-03,0.08,0.92,0.0
transf,haredi,Jerusalem,66-79,0.09699999999999999,0.862,0.040999999999999995
nonhdl,general,Jerusalem,04-08,0.0,0.946,0.054000000000000006
vitaminD,arab,South,19-21,0.975,0.025,0.0
nonhdl,general,Central,19-21,0.0,0.9229999999999999,0.077
b12,general,North,22-30,0.021,0.8490000000000001,0.13
albumin,general,Jerusalem,04-08,0.009000000000000001,0.991,0.0
ldl,general,Dan - Petach Tikva,22-30,0.0,0.5820000000000001,0.418
ferritin,general,Tel Aviv,04-08,0.23,0.769,0.001
vitaminD,haredi,Haifa,66-79,0.6459999999999999,0.34299999999999997,0.011000000000000001
nonhdl,arab,South,04-08,0.0,0.9620000000000001,0.038
nonhdl,arab,North,19-21,0.0,0.9279999999999999,0.07200000000000001
nonhdl,general,Haifa,01-03,0.0,0.978,0.022000000000000002
iron,arab,Jerusalem,04-08,0.314,0.622,0.064
b12,arab,Central,19-21,0.094,0.878,0.027999999999999997
transf,general,South,66-79,0.102,0.861,0.037000000000000005
ldl,arab,Jerusalem,01-03,0.0,0.7509999999999999,0.249
folacid,haredi,Haifa,14-18,0.324,0.6759999999999999,0.0
b12,arab,North,14-18,0.001,0.7879999999999999,0.21100000000000002
ldl,general,Tel Aviv,80+,0.0,0.537,0.46299999999999997
vitaminD,arab,North,31-50,0.861,0.133,0.006
albumin,general,Tel Aviv,80+,0.159,0.841,0.0
hb,arab,South,19-21,0.3,0.6940000000000001,0.006
transf,general,Sharon - Shomron,51-65,0.071,0.903,0.026000000000000002
hdl,general,Tel Aviv,66-79,0.19899999999999998,0.8009999999999999,0.0
albumin,arab,Dan - Petach Tikva,09-13,0.012,0.986,0.002
hb,general,North,01-03,0.145,0.8540000000000001,0.001
hdl,general,Tel Aviv,31-50,0.20600000000000002,0.794,0.0
transf,haredi,Dan - Petach Tikva,14-18,0.013999999999999999,0.889,0.09699999999999999
transf,arab,Central,04-08,0.0,0.961,0.039
folacid,general,Eilat,09-13,0.368,0.632,0.0
b12,general,Tel Aviv,19-21,0.07,0.919999999999999,0.019
transf,general,Sharon - Shomron,01-03,0.01,0.96,0.03
vitaminD,arab,Haifa,80+,0.87,0.113,0.017
albumin,general,Sharon - Shomron,31-50,0.021,0.978,0.001
transf,arab,South,19-21,0.025,0.809,0.165
mgb,general,Tel Aviv,31-50,0.009000000000000001,0.986,0.005
vitaminD,general,Central,31-50,0.843,0.152,0.005
hb,general,Central,19-21,0.19699999999999998,0.799,0.004
hba1c,haredi,North,66-79,0.0,0.298,0.7020000000000001
b12,general,South,04-08,0.001,0.579,0.42
chol,general,Central,14-18,0.0,0.945,0.055
folacid,haredi,Jerusalem,80+,0.26899999999999996,0.731,0.0
nonhdl,arab,Dan - Petach Tikva,66-79,0.0,0.865,0.135
albumin,arab,Central,66-79,0.064,0.9359999999999999,0.0
trig,general,South,09-13,0.0,0.9229999999999999,0.077
chol,arab,North,14-18,0.0,0.958,0.042
chol,arab,Haifa,01-03,0.0,0.976,0.024
hb,haredi,North,04-08,0.08800000000000001,0.912,0.0
ldl,general,Central,19-21,0.0,0.71,0.29
hdl,haredi,South,66-79,0.163,0.8370000000000001,0.0
folacid,arab,Haifa,04-08,0.106,0.894,0.0
ferritin,haredi,Jerusalem,31-50,0.136,0.843,0.021
b12,general,Eilat,09-13,0.0,0.6859999999999999,0.314
trig,general,Sharon - Shomron,01-03,0.0,0.975,0.025
hba1c,haredi,South,09-13,0.0,0.865,0.135
nonhdl,general,North,31-50,0.0,0.701,0.299
ldl,general,Haifa,22-30,0.0,0.626,0.374
b12,general,North,80+,0.004,0.708,0.28800000000000003
mgb,haredi,Central,09-13,0.001,0.775,0.22399999999999998
ferritin,general,Sharon - Shomron,51-65,0.063,0.885,0.052000000000000005
chol,haredi,Jerusalem,80+,0.0,0.799,0.201
iron,arab,South,22-30,0.308,0.653,0.038
ldl,general,Tel Aviv,14-18,0.0,0.765,0.235
vitaminD,haredi,Haifa,22-30,0.857,0.135,0.008
b12,general,North,66-79,0.003,0.7829999999999999,0.214
folacid,general,Sharon - Shomron,51-65,0.225,0.775,0.0
hba1c,general,Central,22-30,0.001,0.8909999999999999,0.10800000000000001
nonhdl,haredi,South,04-08,0.0,0.968,0.032
mgb,arab,North,51-65,0.028999999999999998,0.9540000000000001,0.017
vitaminD,general,Jerusalem,09-13,0.85,0.15,0.0
iron,general,Dan - Petach Tikva,09-13,0.19699999999999998,0.703,0.099
iron,general,Central,22-30,0.13699999999999998,0.7909999999999999,0.07200000000000001
